Student_ID,Month,Year,Total_School_Days,Present,Absent,Late
S041,July,2025.0,10.0,10.0,0.0,0.0
S041,August,2025.0,20.0,11.0,6.0,3.0
S041,August,2025.0,10.0,5.0,4.0,1.0
S041,September,2025.0,20.0,13.0,4.0,3.0
S041,September,2025.0,10.0,7.0,3.0,0.0
S041,October,2025.0,20.0,17.0,2.0,1.0
S041,October,2025.0,10.0,8.0,1.0,1.0
S041,November,2025.0,20.0,15.0,1.0,4.0
S041,November,2025.0,10.0,5.0,3.0,2.0
S041,December,2025.0,20.0,17.0,1.0,2.0
S041,December,2025.0,10.0,9.0,0.0,1.0
S041,January,2026.0,20.0,15.0,4.0,1.0
S041,January,2026.0,10.0,9.0,1.0,0.0
S041,February,2026.0,20.0,16.0,2.0,2.0
S041,February,2026.0,10.0,8.0,1.0,1.0
S041,March,2026.0,20.0,17.0,3.0,0.0
S041,March,2026.0,10.0,6.0,3.0,1.0
S042,June,2023.0,20.0,14.0,3.0,3.0
S042,June,2023.0,10.0,8.0,1.0,1.0
S042,July,2023.0,20.0,16.0,2.0,2.0
S042,July,2023.0,10.0,9.0,1.0,0.0
S042,August,2023.0,20.0,14.0,1.0,5.0
S042,August,2023.0,10.0,8.0,2.0,0.0
S042,September,2023.0,20.0,15.0,5.0,0.0
S042,September,2023.0,10.0,8.0,2.0,0.0
S042,October,2023.0,20.0,16.0,3.0,1.0
S042,October,2023.0,10.0,7.0,0.0,3.0
S042,November,2023.0,20.0,16.0,0.0,4.0
S042,November,2023.0,10.0,8.0,2.0,0.0
S042,December,2023.0,20.0,16.0,1.0,3.0
S042,December,2023.0,10.0,6.0,4.0,0.0
S042,January,2024.0,20.0,17.0,0.0,3.0
S042,January,2024.0,10.0,7.0,1.0,2.0
S042,February,2024.0,20.0,19.0,0.0,1.0
S042,February,2024.0,10.0,7.0,0.0,3.0
S042,March,2024.0,20.0,16.0,1.0,3.0
S042,March,2024.0,10.0,8.0,1.0,1.0
S042,June,2024.0,20.0,19.0,1.0,0.0
S042,June,2024.0,10.0,9.0,1.0,0.0
S042,July,2024.0,20.0,17.0,2.0,1.0
S042,July,2024.0,10.0,7.0,1.0,2.0
S042,August,2024.0,20.0,15.0,3.0,2.0
S042,August,2024.0,10.0,7.0,2.0,1.0
S042,September,2024.0,20.0,14.0,3.0,3.0
S042,September,2024.0,10.0,6.0,3.0,1.0
S042,October,2024.0,20.0,12.0,4.0,4.0
S042,October,2024.0,10.0,8.0,1.0,1.0
S042,November,2024.0,20.0,10.0,9.0,1.0
S042,November,2024.0,10.0,5.0,4.0,1.0
S042,December,2024.0,20.0,9.0,7.0,4.0
S042,December,2024.0,10.0,6.0,2.0,2.0
S042,January,2025.0,20.0,16.0,1.0,3.0
S042,January,2025.0,10.0,8.0,0.0,2.0
S042,February,2025.0,20.0,14.0,2.0,4.0
S042,February,2025.0,10.0,7.0,1.0,2.0
S042,March,2025.0,20.0,15.0,5.0,0.0
S042,March,2025.0,10.0,7.0,3.0,0.0
S042,June,2025.0,20.0,14.0,3.0,3.0
S042,June,2025.0,10.0,6.0,2.0,2.0
S042,July,2025.0,20.0,16.0,4.0,0.0
S042,July,2025.0,10.0,7.0,3.0,0.0
S042,August,2025.0,20.0,13.0,5.0,2.0
S042,August,2025.0,10.0,8.0,2.0,0.0
S042,September,2025.0,20.0,11.0,6.0,3.0
S042,September,2025.0,10.0,6.0,4.0,0.0
S042,October,2025.0,20.0,13.0,4.0,3.0
S042,October,2025.0,10.0,7.0,3.0,0.0
S042,November,2025.0,20.0,15.0,4.0,1.0
S042,November,2025.0,10.0,9.0,0.0,1.0
S042,December,2025.0,20.0,16.0,1.0,3.0
S042,December,2025.0,10.0,7.0,2.0,1.0
S042,January,2026.0,20.0,18.0,1.0,1.0
S042,January,2026.0,10.0,6.0,4.0,0.0
S042,February,2026.0,20.0,17.0,0.0,3.0
S042,February,2026.0,10.0,9.0,0.0,1.0
S042,March,2026.0,20.0,14.0,5.0,1.0
S042,March,2026.0,10.0,8.0,1.0,1.0
S043,June,2023.0,20.0,15.0,3.0,2.0
S043,June,2023.0,10.0,7.0,3.0,0.0
S043,July,2023.0,20.0,14.0,5.0,1.0
S043,July,2023.0,10.0,5.0,4.0,1.0
S043,August,2023.0,20.0,19.0,1.0,0.0
S043,August,2023.0,10.0,7.0,3.0,0.0
S043,September,2023.0,20.0,15.0,5.0,0.0
S043,September,2023.0,10.0,9.0,0.0,1.0
S043,October,2023.0,20.0,16.0,0.0,4.0
S043,October,2023.0,10.0,6.0,1.0,3.0
S043,November,2023.0,20.0,18.0,2.0,0.0
S043,November,2023.0,10.0,7.0,3.0,0.0
S043,December,2023.0,20.0,14.0,2.0,4.0
S043,December,2023.0,10.0,8.0,1.0,1.0
S043,January,2024.0,20.0,15.0,1.0,4.0
S043,January,2024.0,10.0,7.0,0.0,3.0
S043,February,2024.0,20.0,16.0,4.0,0.0
S043,February,2024.0,10.0,6.0,2.0,2.0
S043,March,2024.0,20.0,15.0,1.0,4.0
S043,March,2024.0,10.0,7.0,1.0,2.0
S043,June,2024.0,20.0,14.0,4.0,2.0
S043,June,2024.0,10.0,7.0,2.0,1.0
S043,July,2024.0,20.0,15.0,3.0,2.0
S043,July,2024.0,10.0,6.0,3.0,1.0
S043,August,2024.0,20.0,13.0,4.0,3.0
S043,August,2024.0,10.0,10.0,0.0,0.0
S043,September,2024.0,20.0,12.0,5.0,3.0
S043,September,2024.0,10.0,7.0,1.0,2.0
S043,October,2024.0,20.0,17.0,3.0,0.0
S043,October,2024.0,10.0,10.0,0.0,0.0
S043,November,2024.0,20.0,12.0,5.0,3.0
S043,November,2024.0,10.0,8.0,2.0,0.0
S043,December,2024.0,20.0,9.0,7.0,4.0
S043,December,2024.0,10.0,7.0,2.0,1.0
S043,January,2025.0,20.0,12.0,4.0,4.0
S043,January,2025.0,10.0,8.0,1.0,1.0
S043,February,2025.0,20.0,16.0,0.0,4.0
S043,February,2025.0,10.0,6.0,2.0,2.0
S043,March,2025.0,20.0,14.0,4.0,2.0
S043,March,2025.0,10.0,5.0,4.0,1.0
S043,June,2025.0,20.0,14.0,4.0,2.0
S043,June,2025.0,10.0,9.0,0.0,1.0
S043,July,2025.0,20.0,11.0,5.0,4.0
S043,July,2025.0,10.0,7.0,3.0,0.0
S043,August,2025.0,20.0,11.0,5.0,4.0
S043,August,2025.0,10.0,5.0,4.0,1.0
S043,September,2025.0,20.0,14.0,3.0,3.0
S043,September,2025.0,10.0,7.0,1.0,2.0
S043,October,2025.0,20.0,16.0,2.0,2.0
S043,October,2025.0,10.0,7.0,3.0,0.0
S043,November,2025.0,20.0,16.0,3.0,1.0
S043,November,2025.0,10.0,6.0,2.0,2.0
S043,December,2025.0,20.0,16.0,1.0,3.0
S043,December,2025.0,10.0,7.0,2.0,1.0
S043,January,2026.0,20.0,18.0,2.0,0.0
S043,January,2026.0,10.0,9.0,0.0,1.0
S043,February,2026.0,20.0,19.0,0.0,1.0
S043,February,2026.0,10.0,8.0,0.0,2.0
S043,March,2026.0,20.0,18.0,2.0,0.0
S043,March,2026.0,10.0,8.0,1.0,1.0
S044,June,2023.0,20.0,14.0,3.0,3.0
S044,June,2023.0,10.0,7.0,1.0,2.0
S044,July,2023.0,20.0,18.0,1.0,1.0
S044,July,2023.0,10.0,9.0,1.0,0.0
S044,August,2023.0,20.0,14.0,6.0,0.0
S044,August,2023.0,10.0,8.0,2.0,0.0
S044,September,2023.0,20.0,16.0,2.0,2.0
S044,September,2023.0,10.0,8.0,1.0,1.0
S044,October,2023.0,20.0,16.0,1.0,3.0
S044,October,2023.0,10.0,9.0,1.0,0.0
S044,November,2023.0,20.0,16.0,0.0,4.0
S044,November,2023.0,10.0,9.0,1.0,0.0
S044,December,2023.0,20.0,14.0,1.0,5.0
S044,December,2023.0,10.0,7.0,0.0,3.0
S044,January,2024.0,20.0,18.0,0.0,2.0
S044,January,2024.0,10.0,6.0,3.0,1.0
S044,February,2024.0,20.0,19.0,1.0,0.0
S044,February,2024.0,10.0,8.0,1.0,1.0
S044,March,2024.0,20.0,15.0,4.0,1.0
S044,March,2024.0,10.0,9.0,0.0,1.0
S044,June,2024.0,20.0,17.0,0.0,3.0
S044,June,2024.0,10.0,6.0,3.0,1.0
S044,July,2024.0,20.0,18.0,0.0,2.0
S044,July,2024.0,10.0,8.0,0.0,2.0
S044,August,2024.0,20.0,16.0,3.0,1.0
S044,August,2024.0,10.0,7.0,3.0,0.0
S044,September,2024.0,20.0,14.0,3.0,3.0
S044,September,2024.0,10.0,8.0,2.0,0.0
S044,October,2024.0,20.0,19.0,1.0,0.0
S044,October,2024.0,10.0,8.0,2.0,0.0
S044,November,2024.0,20.0,14.0,5.0,1.0
S044,November,2024.0,10.0,9.0,1.0,0.0
S044,December,2024.0,20.0,17.0,1.0,2.0
S044,December,2024.0,10.0,9.0,1.0,0.0
S044,January,2025.0,20.0,16.0,0.0,4.0
S044,January,2025.0,10.0,6.0,2.0,2.0
S044,February,2025.0,20.0,16.0,0.0,4.0
S044,February,2025.0,10.0,9.0,0.0,1.0
S044,March,2025.0,20.0,15.0,1.0,4.0
S044,March,2025.0,10.0,8.0,2.0,0.0
S044,June,2025.0,20.0,17.0,1.0,2.0
S044,June,2025.0,10.0,10.0,0.0,0.0
S044,July,2025.0,20.0,16.0,1.0,3.0
S044,July,2025.0,10.0,7.0,2.0,1.0
S044,August,2025.0,20.0,14.0,2.0,4.0
S044,August,2025.0,10.0,8.0,1.0,1.0
S044,September,2025.0,20.0,18.0,1.0,1.0
S044,September,2025.0,10.0,9.0,1.0,0.0
S044,October,2025.0,20.0,13.0,3.0,4.0
S044,October,2025.0,10.0,7.0,3.0,0.0
S044,November,2025.0,20.0,16.0,2.0,2.0
S044,November,2025.0,10.0,8.0,2.0,0.0
S044,December,2025.0,20.0,19.0,1.0,0.0
S044,December,2025.0,10.0,7.0,0.0,3.0
S044,January,2026.0,20.0,15.0,5.0,0.0
S044,January,2026.0,10.0,8.0,2.0,0.0
S044,February,2026.0,20.0,14.0,6.0,0.0
S044,February,2026.0,10.0,8.0,0.0,2.0
S044,March,2026.0,20.0,19.0,1.0,0.0
S044,March,2026.0,10.0,9.0,0.0,1.0
S045,June,2023.0,20.0,16.0,2.0,2.0
S045,June,2023.0,10.0,7.0,3.0,0.0
S045,July,2023.0,20.0,16.0,2.0,2.0
S045,July,2023.0,10.0,9.0,0.0,1.0
S045,August,2023.0,20.0,18.0,2.0,0.0
S045,August,2023.0,10.0,7.0,2.0,1.0
S045,September,2023.0,20.0,14.0,6.0,0.0
S045,September,2023.0,10.0,8.0,2.0,0.0
S045,October,2023.0,20.0,19.0,0.0,1.0
S045,October,2023.0,10.0,6.0,4.0,0.0
S045,November,2023.0,20.0,17.0,1.0,2.0
S045,November,2023.0,10.0,9.0,1.0,0.0
S045,December,2023.0,20.0,16.0,1.0,3.0
S045,December,2023.0,10.0,7.0,3.0,0.0
S045,January,2024.0,20.0,17.0,2.0,1.0
S045,January,2024.0,10.0,6.0,1.0,3.0
S045,February,2024.0,20.0,19.0,1.0,0.0
S045,February,2024.0,10.0,6.0,2.0,2.0
S045,March,2024.0,20.0,15.0,5.0,0.0
S045,March,2024.0,10.0,8.0,1.0,1.0
S045,June,2024.0,20.0,18.0,2.0,0.0
S045,June,2024.0,10.0,7.0,2.0,1.0
S045,July,2024.0,20.0,15.0,4.0,1.0
S045,July,2024.0,10.0,9.0,0.0,1.0
S045,August,2024.0,20.0,12.0,4.0,4.0
S045,August,2024.0,10.0,4.0,4.0,2.0
S045,September,2024.0,20.0,10.0,6.0,4.0
S045,September,2024.0,10.0,5.0,3.0,2.0
S045,October,2024.0,20.0,15.0,3.0,2.0
S045,October,2024.0,10.0,6.0,3.0,1.0
S045,November,2024.0,20.0,19.0,1.0,0.0
S045,November,2024.0,10.0,9.0,1.0,0.0
S045,December,2024.0,20.0,15.0,2.0,3.0
S045,December,2024.0,10.0,10.0,0.0,0.0
S045,January,2025.0,20.0,16.0,0.0,4.0
S045,January,2025.0,10.0,8.0,2.0,0.0
S045,February,2025.0,20.0,17.0,1.0,2.0
S045,February,2025.0,10.0,8.0,1.0,1.0
S045,March,2025.0,20.0,16.0,2.0,2.0
S045,March,2025.0,10.0,7.0,3.0,0.0
S045,June,2025.0,20.0,16.0,2.0,2.0
S045,June,2025.0,10.0,9.0,1.0,0.0
S045,July,2025.0,20.0,16.0,3.0,1.0
S045,July,2025.0,10.0,9.0,1.0,0.0
S045,August,2025.0,20.0,14.0,3.0,3.0
S045,August,2025.0,10.0,9.0,0.0,1.0
S045,September,2025.0,20.0,16.0,2.0,2.0
S045,September,2025.0,10.0,9.0,0.0,1.0
S045,October,2025.0,20.0,19.0,1.0,0.0
S045,October,2025.0,10.0,8.0,2.0,0.0
S045,November,2025.0,20.0,16.0,4.0,0.0
S045,November,2025.0,10.0,5.0,5.0,0.0
S045,December,2025.0,20.0,14.0,0.0,6.0
S045,December,2025.0,10.0,8.0,1.0,1.0
S045,January,2026.0,20.0,14.0,4.0,2.0
S045,January,2026.0,10.0,6.0,0.0,4.0
S045,February,2026.0,20.0,14.0,4.0,2.0
S045,February,2026.0,10.0,8.0,1.0,1.0
S045,March,2026.0,20.0,18.0,0.0,2.0
S045,March,2026.0,10.0,9.0,0.0,1.0
S046,June,2023.0,20.0,13.0,3.0,4.0
S046,June,2023.0,10.0,6.0,2.0,2.0
S046,July,2023.0,20.0,16.0,2.0,2.0
S046,July,2023.0,10.0,9.0,0.0,1.0
S046,August,2023.0,20.0,17.0,2.0,1.0
S046,August,2023.0,10.0,6.0,3.0,1.0
S046,September,2023.0,20.0,17.0,1.0,2.0
S046,September,2023.0,10.0,9.0,0.0,1.0
S046,October,2023.0,20.0,14.0,4.0,2.0
S046,October,2023.0,10.0,9.0,1.0,0.0
S046,November,2023.0,20.0,16.0,0.0,4.0
S046,November,2023.0,10.0,8.0,2.0,0.0
S046,December,2023.0,20.0,14.0,0.0,6.0
S046,December,2023.0,10.0,7.0,1.0,2.0
S046,January,2024.0,20.0,15.0,0.0,5.0
S046,January,2024.0,10.0,7.0,3.0,0.0
S046,February,2024.0,20.0,16.0,4.0,0.0
S046,February,2024.0,10.0,6.0,1.0,3.0
S046,March,2024.0,20.0,16.0,1.0,3.0
S046,March,2024.0,10.0,6.0,2.0,2.0
S046,June,2024.0,20.0,15.0,0.0,5.0
S046,June,2024.0,10.0,9.0,0.0,1.0
S046,July,2024.0,20.0,14.0,5.0,1.0
S046,July,2024.0,10.0,9.0,0.0,1.0
S046,August,2024.0,20.0,17.0,1.0,2.0
S046,August,2024.0,10.0,9.0,0.0,1.0
S046,September,2024.0,20.0,14.0,3.0,3.0
S046,September,2024.0,10.0,7.0,3.0,0.0
S046,October,2024.0,20.0,18.0,1.0,1.0
S046,October,2024.0,10.0,8.0,2.0,0.0
S046,November,2024.0,20.0,17.0,3.0,0.0
S046,November,2024.0,10.0,9.0,1.0,0.0
S046,December,2024.0,20.0,19.0,1.0,0.0
S046,December,2024.0,10.0,9.0,1.0,0.0
S046,January,2025.0,20.0,16.0,0.0,4.0
S046,January,2025.0,10.0,9.0,0.0,1.0
S046,February,2025.0,20.0,17.0,2.0,1.0
S046,February,2025.0,10.0,8.0,2.0,0.0
S046,March,2025.0,20.0,16.0,0.0,4.0
S046,March,2025.0,10.0,9.0,1.0,0.0
S046,June,2025.0,20.0,12.0,4.0,4.0
S046,June,2025.0,10.0,8.0,1.0,1.0
S046,July,2025.0,20.0,18.0,2.0,0.0
S046,July,2025.0,10.0,8.0,2.0,0.0
S046,August,2025.0,20.0,19.0,1.0,0.0
S046,August,2025.0,10.0,10.0,0.0,0.0
S046,September,2025.0,20.0,12.0,4.0,4.0
S046,September,2025.0,10.0,7.0,3.0,0.0
S046,October,2025.0,20.0,17.0,1.0,2.0
S046,October,2025.0,10.0,10.0,0.0,0.0
S046,November,2025.0,20.0,16.0,1.0,3.0
S046,November,2025.0,10.0,9.0,0.0,1.0
S046,December,2025.0,20.0,19.0,1.0,0.0
S046,December,2025.0,10.0,7.0,1.0,2.0
S046,January,2026.0,20.0,19.0,0.0,1.0
S046,January,2026.0,10.0,9.0,0.0,1.0
S046,February,2026.0,20.0,19.0,1.0,0.0
S046,February,2026.0,10.0,7.0,1.0,2.0
S046,March,2026.0,20.0,18.0,2.0,0.0
S046,March,2026.0,10.0,8.0,1.0,1.0
S047,June,2023.0,20.0,12.0,4.0,4.0
S047,June,2023.0,10.0,6.0,4.0,0.0
S047,July,2023.0,20.0,14.0,5.0,1.0
S047,July,2023.0,10.0,8.0,2.0,0.0
S047,August,2023.0,20.0,18.0,2.0,0.0
S047,August,2023.0,10.0,6.0,1.0,3.0
S047,September,2023.0,20.0,17.0,2.0,1.0
S047,September,2023.0,10.0,9.0,0.0,1.0
S047,October,2023.0,20.0,14.0,5.0,1.0
S047,October,2023.0,10.0,9.0,0.0,1.0
S047,November,2023.0,20.0,14.0,1.0,5.0
S047,November,2023.0,10.0,8.0,1.0,1.0
S047,December,2023.0,20.0,19.0,1.0,0.0
S047,December,2023.0,10.0,9.0,0.0,1.0
S047,January,2024.0,20.0,15.0,0.0,5.0
S047,January,2024.0,10.0,8.0,1.0,1.0
S047,February,2024.0,20.0,15.0,1.0,4.0
S047,February,2024.0,10.0,7.0,3.0,0.0
S047,March,2024.0,20.0,15.0,4.0,1.0
S047,March,2024.0,10.0,9.0,1.0,0.0
S047,June,2024.0,20.0,18.0,2.0,0.0
S047,June,2024.0,10.0,8.0,2.0,0.0
S047,July,2024.0,20.0,19.0,1.0,0.0
S047,July,2024.0,10.0,6.0,1.0,3.0
S047,August,2024.0,20.0,15.0,3.0,2.0
S047,August,2024.0,10.0,6.0,3.0,1.0
S047,September,2024.0,20.0,10.0,9.0,1.0
S047,September,2024.0,10.0,4.0,6.0,0.0
S047,October,2024.0,20.0,15.0,2.0,3.0
S047,October,2024.0,10.0,6.0,2.0,2.0
S047,November,2024.0,20.0,15.0,4.0,1.0
S047,November,2024.0,10.0,5.0,4.0,1.0
S047,December,2024.0,20.0,12.0,6.0,2.0
S047,December,2024.0,10.0,8.0,2.0,0.0
S047,January,2025.0,20.0,19.0,0.0,1.0
S047,January,2025.0,10.0,10.0,0.0,0.0
S047,February,2025.0,20.0,14.0,3.0,3.0
S047,February,2025.0,10.0,6.0,3.0,1.0
S047,March,2025.0,20.0,12.0,5.0,3.0
S047,March,2025.0,10.0,9.0,1.0,0.0
S047,June,2025.0,20.0,17.0,3.0,0.0
S047,June,2025.0,10.0,8.0,2.0,0.0
S047,July,2025.0,20.0,15.0,4.0,1.0
S047,July,2025.0,10.0,5.0,4.0,1.0
S047,August,2025.0,20.0,15.0,4.0,1.0
S047,August,2025.0,10.0,7.0,3.0,0.0
S047,September,2025.0,20.0,15.0,4.0,1.0
S047,September,2025.0,10.0,7.0,2.0,1.0
S047,October,2025.0,20.0,13.0,4.0,3.0
S047,October,2025.0,10.0,5.0,3.0,2.0
S047,November,2025.0,20.0,16.0,3.0,1.0
S047,November,2025.0,10.0,7.0,1.0,2.0
S047,December,2025.0,20.0,15.0,4.0,1.0
S047,December,2025.0,10.0,6.0,0.0,4.0
S047,January,2026.0,20.0,16.0,2.0,2.0
S047,January,2026.0,10.0,6.0,4.0,0.0
S047,February,2026.0,20.0,16.0,3.0,1.0
S047,February,2026.0,10.0,9.0,0.0,1.0
S047,March,2026.0,20.0,15.0,1.0,4.0
S047,March,2026.0,10.0,6.0,3.0,1.0
S048,June,2023.0,20.0,17.0,3.0,0.0
S048,June,2023.0,10.0,8.0,2.0,0.0
S048,July,2023.0,20.0,19.0,1.0,0.0
S048,July,2023.0,10.0,9.0,1.0,0.0
S048,August,2023.0,20.0,19.0,1.0,0.0
S048,August,2023.0,10.0,6.0,0.0,4.0
S048,September,2023.0,20.0,17.0,2.0,1.0
S048,September,2023.0,10.0,6.0,0.0,4.0
S048,October,2023.0,20.0,19.0,1.0,0.0
S048,October,2023.0,10.0,7.0,2.0,1.0
S048,November,2023.0,20.0,17.0,0.0,3.0
S048,November,2023.0,10.0,7.0,3.0,0.0
S048,December,2023.0,20.0,16.0,2.0,2.0
S048,December,2023.0,10.0,6.0,1.0,3.0
S048,January,2024.0,20.0,17.0,1.0,2.0
S048,January,2024.0,10.0,7.0,3.0,0.0
S048,February,2024.0,20.0,17.0,1.0,2.0
S048,February,2024.0,10.0,9.0,0.0,1.0
S048,March,2024.0,20.0,16.0,3.0,1.0
S048,March,2024.0,10.0,7.0,0.0,3.0
S048,June,2024.0,20.0,17.0,2.0,1.0
S048,June,2024.0,10.0,7.0,1.0,2.0
S048,July,2024.0,20.0,18.0,2.0,0.0
S048,July,2024.0,10.0,6.0,3.0,1.0
S048,August,2024.0,20.0,15.0,2.0,3.0
S048,August,2024.0,10.0,9.0,1.0,0.0
S048,September,2024.0,20.0,13.0,4.0,3.0
S048,September,2024.0,10.0,7.0,2.0,1.0
S048,October,2024.0,20.0,13.0,3.0,4.0
S048,October,2024.0,10.0,7.0,3.0,0.0
S048,November,2024.0,20.0,19.0,1.0,0.0
S048,November,2024.0,10.0,10.0,0.0,0.0
S048,December,2024.0,20.0,15.0,3.0,2.0
S048,December,2024.0,10.0,8.0,1.0,1.0
S048,January,2025.0,20.0,19.0,1.0,0.0
S048,January,2025.0,10.0,8.0,2.0,0.0
S048,February,2025.0,20.0,20.0,0.0,0.0
S048,February,2025.0,10.0,10.0,0.0,0.0
S048,March,2025.0,20.0,19.0,0.0,1.0
S048,March,2025.0,10.0,9.0,1.0,0.0
S048,June,2025.0,20.0,18.0,2.0,0.0
S048,June,2025.0,10.0,9.0,1.0,0.0
S048,July,2025.0,20.0,17.0,3.0,0.0
S048,July,2025.0,10.0,8.0,2.0,0.0
S048,August,2025.0,20.0,14.0,2.0,4.0
S048,August,2025.0,10.0,9.0,0.0,1.0
S048,September,2025.0,20.0,18.0,0.0,2.0
S048,September,2025.0,10.0,10.0,0.0,0.0
S048,October,2025.0,20.0,12.0,5.0,3.0
S048,October,2025.0,10.0,7.0,2.0,1.0
S048,November,2025.0,20.0,14.0,5.0,1.0
S048,November,2025.0,10.0,7.0,1.0,2.0
S048,December,2025.0,20.0,14.0,1.0,5.0
S048,December,2025.0,10.0,7.0,3.0,0.0
S048,January,2026.0,20.0,14.0,6.0,0.0
S048,January,2026.0,10.0,7.0,3.0,0.0
S048,February,2026.0,20.0,14.0,3.0,3.0
S048,February,2026.0,10.0,7.0,3.0,0.0
S048,March,2026.0,20.0,14.0,6.0,0.0
S048,March,2026.0,10.0,6.0,2.0,2.0
S049,June,2023.0,20.0,13.0,4.0,3.0
S049,June,2023.0,10.0,5.0,4.0,1.0
S049,July,2023.0,20.0,12.0,4.0,4.0
S049,July,2023.0,10.0,6.0,4.0,0.0
S049,August,2023.0,20.0,15.0,5.0,0.0
S049,August,2023.0,10.0,9.0,1.0,0.0
S049,September,2023.0,20.0,19.0,1.0,0.0
S049,September,2023.0,10.0,6.0,1.0,3.0
S049,October,2023.0,20.0,19.0,1.0,0.0
S049,October,2023.0,10.0,9.0,0.0,1.0
S049,November,2023.0,20.0,19.0,0.0,1.0
S049,November,2023.0,10.0,8.0,2.0,0.0
S049,December,2023.0,20.0,18.0,1.0,1.0
S049,December,2023.0,10.0,9.0,0.0,1.0
S049,January,2024.0,20.0,17.0,1.0,2.0
S049,January,2024.0,10.0,6.0,3.0,1.0
S049,February,2024.0,20.0,19.0,0.0,1.0
S049,February,2024.0,10.0,7.0,3.0,0.0
S049,March,2024.0,20.0,18.0,2.0,0.0
S049,March,2024.0,10.0,6.0,2.0,2.0
S049,June,2024.0,20.0,17.0,3.0,0.0
S049,June,2024.0,10.0,8.0,0.0,2.0
S049,July,2024.0,20.0,18.0,1.0,1.0
S049,July,2024.0,10.0,6.0,3.0,1.0
S049,August,2024.0,20.0,16.0,2.0,2.0
S049,August,2024.0,10.0,7.0,2.0,1.0
S049,September,2024.0,20.0,15.0,4.0,1.0
S049,September,2024.0,10.0,9.0,0.0,1.0
S049,October,2024.0,20.0,8.0,8.0,4.0
S049,October,2024.0,10.0,5.0,3.0,2.0
S049,November,2024.0,20.0,18.0,2.0,0.0
S049,November,2024.0,10.0,9.0,1.0,0.0
S049,December,2024.0,20.0,18.0,0.0,2.0
S049,December,2024.0,10.0,9.0,0.0,1.0
S049,January,2025.0,20.0,18.0,2.0,0.0
S049,January,2025.0,10.0,7.0,3.0,0.0
S049,February,2025.0,20.0,18.0,2.0,0.0
S049,February,2025.0,10.0,10.0,0.0,0.0
S049,March,2025.0,20.0,18.0,2.0,0.0
S049,March,2025.0,10.0,7.0,3.0,0.0
S049,June,2025.0,20.0,16.0,3.0,1.0
S049,June,2025.0,10.0,7.0,2.0,1.0
S049,July,2025.0,20.0,18.0,2.0,0.0
S049,July,2025.0,10.0,8.0,2.0,0.0
S049,August,2025.0,20.0,14.0,2.0,4.0
S049,August,2025.0,10.0,9.0,1.0,0.0
S049,September,2025.0,20.0,16.0,3.0,1.0
S049,September,2025.0,10.0,8.0,1.0,1.0
S049,October,2025.0,20.0,16.0,3.0,1.0
S049,October,2025.0,10.0,8.0,1.0,1.0
S049,November,2025.0,20.0,15.0,1.0,4.0
S049,November,2025.0,10.0,8.0,0.0,2.0
S049,December,2025.0,20.0,16.0,3.0,1.0
S049,December,2025.0,10.0,9.0,0.0,1.0
S049,January,2026.0,20.0,15.0,0.0,5.0
S049,January,2026.0,10.0,8.0,1.0,1.0
S049,February,2026.0,20.0,17.0,1.0,2.0
S049,February,2026.0,10.0,9.0,0.0,1.0
S049,March,2026.0,20.0,17.0,3.0,0.0
S049,March,2026.0,10.0,6.0,3.0,1.0
S050,June,2023.0,20.0,17.0,2.0,1.0
S050,June,2023.0,10.0,7.0,3.0,0.0
S050,July,2023.0,20.0,19.0,0.0,1.0
S050,July,2023.0,10.0,8.0,1.0,1.0
S050,August,2023.0,20.0,14.0,4.0,2.0
S050,August,2023.0,10.0,7.0,3.0,0.0
S050,September,2023.0,20.0,16.0,4.0,0.0
S050,September,2023.0,10.0,8.0,1.0,1.0
S050,October,2023.0,20.0,17.0,3.0,0.0
S050,October,2023.0,10.0,7.0,2.0,1.0
S050,November,2023.0,20.0,17.0,2.0,1.0
S050,November,2023.0,10.0,7.0,3.0,0.0
S050,December,2023.0,20.0,16.0,1.0,3.0
S050,December,2023.0,10.0,8.0,0.0,2.0
S050,January,2024.0,20.0,17.0,3.0,0.0
S050,January,2024.0,10.0,7.0,0.0,3.0
S050,February,2024.0,20.0,18.0,0.0,2.0
S050,February,2024.0,10.0,6.0,0.0,4.0
S050,March,2024.0,20.0,15.0,5.0,0.0
S050,March,2024.0,10.0,6.0,2.0,2.0
S050,June,2024.0,20.0,18.0,2.0,0.0
S050,June,2024.0,10.0,7.0,3.0,0.0
S050,July,2024.0,20.0,18.0,1.0,1.0
S050,July,2024.0,10.0,7.0,1.0,2.0
S050,August,2024.0,20.0,17.0,0.0,3.0
S050,August,2024.0,10.0,7.0,2.0,1.0
S050,September,2024.0,20.0,16.0,0.0,4.0
S050,September,2024.0,10.0,7.0,2.0,1.0
S050,October,2024.0,20.0,19.0,1.0,0.0
S050,October,2024.0,10.0,8.0,2.0,0.0
S050,November,2024.0,20.0,18.0,0.0,2.0
S050,November,2024.0,10.0,9.0,0.0,1.0
S050,December,2024.0,20.0,19.0,0.0,1.0
S050,December,2024.0,10.0,8.0,2.0,0.0
S050,January,2025.0,20.0,18.0,0.0,2.0
S050,January,2025.0,10.0,7.0,2.0,1.0
S050,February,2025.0,20.0,20.0,0.0,0.0
S050,February,2025.0,10.0,8.0,2.0,0.0
S050,March,2025.0,20.0,16.0,2.0,2.0
S050,March,2025.0,10.0,9.0,0.0,1.0
